relative_time,cts,e_cts
1842.51096,1746.6012990665868,876.071647536201
1842.53179,143.6759320593075,899.0201822662817
1842.55262,599.5360321338882,880.6024316100776
1842.57346,1207.978747594747,882.0964628445539
1842.59429,528.9577816486997,917.2742343922621
1842.61512,1365.3176490354715,965.1283772853261
1842.63596,3151.691671827742,926.6485817409022
1842.65679,4786.959160596545,981.6262440630973
1842.67762,-1289.0043608108613,858.6979989959468
1842.69846,4183.404614378961,893.5966339166093
1842.71929,3006.997648843762,852.7609983292174
1842.74012,3568.298842065123,861.590722924973
1842.76096,6212.103731894834,930.3316374445402
1842.78179,5407.737844746674,935.3469605691375
1842.80262,578.2584477326684,870.0244755014616
1842.82346,2102.661187520758,894.7621932480239
1842.84429,720.049428298522,926.7182315423368
1842.86512,-560.7691461270693,858.387691933074
1842.88596,846.3364490524461,927.458690619625
1842.90679,1395.9521683349724,907.385252399689
1842.92762,6070.009968164411,918.0502707600982
1842.94846,3641.6477143583033,831.2121236520397
1842.96929,3752.3075983366507,1026.409346637351
1842.99012,1283.6028467347912,805.0176717097323
1843.01096,2362.5268538426803,846.6029025366378
1843.03179,5391.996882138197,917.7917711112553
1843.05262,639.4843851428195,906.8659959325123
1843.07346,2800.2660747912464,924.0211289691915
1843.09429,3083.4657144048924,928.502362798529
1843.11512,2852.9117585765202,949.2976653185186
1843.13596,252.66078130685693,1020.6456106001164
1843.15679,1967.6473046093079,1011.8257745564163
1843.17762,6476.337773571547,999.8158056321939
1843.19846,-223.971834624281,1012.7708836675495
1843.21929,2194.18683075592,977.8767630858688
1843.24012,2673.2692279745534,1056.4476507384604
1843.26096,1543.9770210977438,1006.9221275794895
1843.28179,2480.854450065997,1056.447973191245
1843.30262,4537.744647165302,1028.3688922082677
1843.32346,339.25805618495394,957.6890690959868
1843.34429,445.0045121185799,1056.8747931935548
1843.36512,3030.0056223704364,1066.9441337768799
1843.38596,2649.415138341562,1082.1678821191485
1843.40679,4679.830134607591,1017.6414254919425
1843.42762,4141.866139205797,1002.1902404523968
1843.44846,2984.907698394328,911.6588266358604
1843.46929,502.204948968039,939.7572547859027
1843.49012,2960.75544742001,963.2625579904142
1843.51096,2443.271288230782,943.0715319884265
1843.53179,3127.0127479722055,844.8914306412013
1843.55262,5925.0348738366765,1079.9375836935812
1843.57346,481.67481012110363,1048.1684605299702
1843.59429,4855.842599246826,1004.996009613891
1843.61512,1117.6088826232042,823.7038105668347
1843.63596,3269.7002547630063,946.7072946170163
1843.65679,3595.2462212590494,1061.1290202626608
1843.67762,4753.214154254274,1064.6368766200976
1843.69845,2020.0459895617169,1042.0875384371282
1843.71929,5320.9101236119795,1052.282420637854
1843.74012,2770.81388236795,1086.9175041493843
1843.76095,1274.3364135846703,1073.160271070655
1843.78179,353.6381605589201,1070.7773449937959
1843.80262,3530.91581592477,1053.8514758868387
1843.82345,2864.5477897550777,989.6154417341331
1843.84429,3651.713937898047,954.2042143705053
1843.86512,2543.843559301353,940.5774671852041
1843.88595,1437.6182273265053,958.6436368221297
1843.90679,5747.467219418188,960.1086473060083
1843.92762,3105.074242847188,964.8762192079101
1843.94845,-884.3079515243636,969.8242571848255
1843.96929,4836.801977295385,971.0799958116158
1843.99012,4804.252948330524,957.1384272244601
1844.01095,7957.455203969011,964.3860909755927
1844.03179,5179.700310447911,971.1335229738295
1844.05262,3801.9895110960647,928.1195038591618
1844.07345,3521.2740477335847,997.5381066473169
1844.09429,3559.9362440697287,953.7736324190439
1844.11512,5871.065628855623,972.4588039177931
1844.13595,3856.6202142222246,994.4222453914725
1844.15679,3247.89900703989,959.7386864780178
1844.17762,5302.416274098652,960.4730189524022
1844.19845,5944.753613993753,954.2855799564403
1844.21929,5303.99865739606,860.7555702133269
1844.24012,4433.282843124802,984.8209987668629
1844.26095,3886.3591746551315,849.2929111485257
1844.28179,2629.0368747560883,959.8667002334323
1844.30262,6273.037312113776,1053.1950695020223
1844.32345,4518.841282615763,1057.6270755396051
1844.34429,4348.881579192863,1057.9191102780276
1844.36512,3458.0091338832895,1019.4788689418256
1844.38595,675.2734196855253,1050.5241930886766
1844.40679,4098.721311744916,1033.3913092941223
1844.42762,1463.5297806926158,1081.2669490394808
1844.44845,3314.7810887415408,1029.5326243072373
1844.46929,-22.296212747200283,1038.3475160749094
1844.49012,6807.4329375189245,1004.4864267302471
1844.51095,4259.419848746506,1116.4621330375478
1844.53179,3861.373275748828,1079.016766025541
1844.55262,6374.66185410417,1076.806567156869
1844.57345,4637.288186369313,1116.848431473282
1844.59429,4281.374691479268,1105.803563732827
1844.63595,4863.790415477194,1130.2649394431417
1844.65679,2631.961628995033,1040.9512148248343
1844.67762,6724.004943574624,983.7119761569832
1844.69845,4159.04341400034,1041.6064388827745
1844.71929,2368.2779067370616,1034.2994438193086
1844.74012,4748.6371519479635,1078.0493001880213
1844.76095,8817.586828044487,1087.3964540185086
1844.78179,5375.49353366309,1088.6891672312458
1844.80262,2599.484829453883,953.0233922739615
1844.82345,4694.73798670539,1004.6556069578057
1844.84429,3637.710780829066,1047.941668738262
1844.86512,6116.910080752639,978.378177165641
1844.88595,6371.201720758828,955.336883517909
1844.90679,2824.9573593368523,940.7696490447181
1844.92762,6414.461556379484,986.1524063137305
1844.94845,2643.894961640825,988.391840901523
1844.96929,-5469.641040488367,930.4569640934178
1844.99012,1825.7423907262928,834.2775747892532
