relative_time,cts,e_cts
2447.69673,8685.733268183538,912.873169312844
2447.70367,12320.748315136269,912.3910154164843
2447.71061,8907.88108001029,911.8310442209936
2447.71756,12692.976659121803,919.3249023536705
2447.7245,15306.87749389493,925.9839741042618
2447.73145,11575.531837857981,926.040587495039
2447.73839,6340.709376686118,821.7455606370913
2447.74534,7194.507203892332,910.4047419127629
2447.75228,7603.052724703112,915.8832886770764
2447.75923,6808.249288721882,918.955975238865
2447.76617,5123.395609414511,923.2702916459803
2447.77312,5177.111167534158,928.8735549944042
2447.78006,5627.295210544979,920.6109246179647
2447.787,4317.062365473602,934.9866522180732
2447.79395,1647.804602059294,921.9461441277496
2447.80089,4593.393892647791,914.7504985977822
2447.80784,6884.5709289181705,919.0897792122697
2447.81478,1292.6991974650637,915.3820199273731
2447.82173,3001.857047214137,912.2031049183146
2447.82867,1574.7228772783624,929.225351858126
2447.83562,1992.4937694670443,910.5368746421597
2447.84256,-619.7749910793435,906.1902823351362
2447.84951,-2134.126580975483,907.8485742022524
2447.85645,2123.220982652858,919.9379355464208
2447.8634,2945.097004775338,906.3607492239705
2447.87034,-385.3252565611343,920.0334053603881
2447.87728,350.2796875206119,924.1225216374014
2447.88423,-809.2168710242727,918.3495225693969
2447.89117,-2163.457853393788,919.3041162563187
2447.89812,-1780.261866151825,929.565554466541
2447.90506,1187.9957603526173,930.9489266943116
2447.91201,811.4983280009387,928.3939079640567
2447.91895,-922.0752477273815,921.4899989662671
2447.9259,2762.1560551167263,916.0057073006756
2447.93284,709.8107551540027,916.7852381777408
2447.93979,-1950.1311808004605,920.1339933591305
2447.94673,2452.7237646637823,920.23197003911
2447.95368,-499.4170113422797,916.656552389111
2447.96062,1242.9698696631751,908.6053343797062
2447.96756,-996.7900912625556,914.7554078770562
2447.97451,-672.9222217834601,929.4195295213264
2447.98145,-1847.6982331258764,934.9546896764169
2447.9884,2448.6398710242947,928.5124618358869
2447.99534,1744.399267696804,927.6742285130344
2448.00229,-300.1500967787644,923.7229898666959
2448.00923,-1074.5471211563695,919.188278156002
2448.01618,4044.9895858432546,926.8890571874415
2448.02312,1543.644110344005,911.099666061914
2448.03007,3968.8598253496557,926.6669906398547
2448.03701,841.4503631155318,927.162723393781
2448.04396,-1286.967039422509,928.5693885849155
2448.0509,375.30855114535984,926.2595204601104
