relative_time,cts,e_cts
2115.89081,1103.1563775314473,614.0671930917475
2115.89775,-418.2682339784584,627.6731383166872
2115.9047,180.63322113283527,577.2012165660764
2115.91164,-17.859410955853303,578.8388034450352
2115.91859,1888.1107110421972,582.7718314769998
2115.92553,209.87249229713225,570.9357025604183
2115.93248,-1739.7655498162624,631.7395277031276
2115.93942,-606.6696511072391,577.5765011800994
2115.94637,-67.15515964962736,715.9093734946475
2115.95331,241.72362912447625,631.4630292776053
2115.96026,-1208.5587710070013,562.6275783029486
2115.9672,-44.302930083300254,630.0072707268556
2115.97415,1704.463070528174,635.1381841966711
2115.98109,-496.30603002107574,573.6174388713738
2115.98804,27.837742114943012,583.207108120081
2115.99498,-1066.7643689060203,632.6966218065081
2116.00192,-33.323051036004806,589.2387252440077
2116.00887,765.2408292794734,630.6873518933154
2116.01581,-35.444072824938964,577.552216242093
2116.02276,95.63614391490162,572.4251101566261
2116.0297,300.63487553915934,568.3504885878106
2116.03665,-840.6264219654058,575.346300072416
2116.04359,507.2708853355368,574.919873025388
2116.05054,785.9834592099118,568.0551590451053
2116.05748,652.2770733901473,630.3086715040625
2116.06443,-1368.6700875993295,577.3204803082351
2116.07137,515.8437771586443,640.1677389209937
2116.07832,1840.4166363317702,584.3634210369379
2116.08526,-417.0010953063773,599.74103481127
2116.0922,-450.18286151237015,575.2467935679575
2116.09915,-422.6679238488091,584.8479878719899
2116.10609,233.83658099549075,588.8246464705422
2116.11304,-1328.4660640228515,587.7378954947546
2116.11998,69.51367990008195,577.0902879085725
2116.12693,-105.06456529133736,578.6873312893341
2116.13387,-1342.784298827793,571.8755090808112
2116.14082,116.08251818211744,589.4572896860656
2116.14776,-1542.8116155157518,589.4227145200903
2116.15471,163.21649578420076,596.1290618919328
2116.16165,214.37220318333993,599.5521062257624
2116.1686,-954.8300474226955,585.9097335938131
2116.17554,-421.43083264239704,596.2531620412368
2116.18249,-213.30747329540563,595.3711866020288
2116.18943,-1227.762806051541,596.0293495829148
2116.19638,-794.2490848258701,600.6328888693281
2116.20332,519.7926521416808,584.1637906143427
2116.21026,1516.156220594427,588.4608869118442
2116.21721,-213.1420064296669,591.7231978848007
2116.22415,-216.32364201534787,576.295985211659
2116.2311,-261.7264945662358,600.5963585600388
2116.23804,-1905.5131329739547,599.0867821170121
2116.24499,-3677.147107200549,599.9594963510482
2116.25193,-1173.0908248531746,599.3201644873451
2116.25888,-155.38614681132356,600.5582847165541
2116.26582,-1324.5792391144666,607.7663836041565
2116.27277,1399.3646028029777,608.4692061744273
2116.27971,460.30597617898127,605.1789057813955
2116.28666,-981.3625770220729,592.8406137399355
2116.2936,285.8797176546614,585.0792092944494
2116.30055,-1642.96774206596,582.1590484014562
2116.30749,597.4993086482614,591.6609420055894
2116.31443,-1484.8218590156773,585.1925047043861
2116.32138,-964.7294525332644,602.484615392318
2116.32832,-873.6485867356022,598.6741439754622
2116.33527,-33.27870015345916,628.1749927347267
2116.34221,260.94032114941757,606.6845719377939
2116.34916,1631.3524414415895,613.7763912493485
2116.3561,114.89296782892134,611.1255256222996
2116.36305,-1286.0539633288226,606.4706380983221
2116.36999,-654.0558421968384,596.6655943782273
2116.37694,215.85409891313037,620.5454061095213
2116.38388,-1503.223770790047,595.4198593803213
