relative_time,r_flux,r_uncert,g_flux,g_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
-27.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
-24.0,-78.22143936157227,87.09209512197806,-6.140420277913411,17.391036987304688,0.0611958,0.14429528,Ib_8141037
-21.0,-180.76329040527344,58.87412643432617,0.0,0.0,0.0611958,0.14429528,Ib_8141037
-18.0,-44.12346649169922,62.027321392105655,10.92757511138916,31.92110252380371,0.0611958,0.14429528,Ib_8141037
-15.0,31.14697265625,45.218939716698436,39.449832916259766,25.219022750854492,0.0611958,0.14429528,Ib_8141037
-12.0,-27.46708869934082,92.4179801861124,131.1238555908203,120.1086654663086,0.0611958,0.14429528,Ib_8141037
-9.0,-61.31085968017578,209.6774139404297,0.0,0.0,0.0611958,0.14429528,Ib_8141037
-6.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
-3.0,289.2159118652344,71.6217621596425,67.94927215576172,60.624351501464844,0.0611958,0.14429528,Ib_8141037
0.0,290.8347473144531,51.47745675024844,171.042724609375,29.087562561035156,0.0611958,0.14429528,Ib_8141037
3.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
6.0,360.8643493652344,47.519483295817075,222.00643920898438,31.445371627807617,0.0611958,0.14429528,Ib_8141037
9.0,334.4587707519531,48.16180935931801,133.6566162109375,38.14125442504883,0.0611958,0.14429528,Ib_8141037
12.0,385.87554931640625,48.3237989171083,158.69882202148438,27.458616256713867,0.0611958,0.14429528,Ib_8141037
15.0,312.7569274902344,78.66943813340964,179.34815979003906,32.56053924560547,0.0611958,0.14429528,Ib_8141037
18.0,398.0924072265625,145.58849031859208,0.0,0.0,0.0611958,0.14429528,Ib_8141037
21.0,-346.256103515625,443.17962646484375,0.0,0.0,0.0611958,0.14429528,Ib_8141037
24.0,102.4245719909668,78.09434116817488,34.32788276672363,56.016990661621094,0.0611958,0.14429528,Ib_8141037
27.0,134.9556427001953,63.59796787176136,85.63565063476562,39.5452766418457,0.0611958,0.14429528,Ib_8141037
30.0,88.19602966308594,55.47863713072445,43.5034294128418,30.211498260498047,0.0611958,0.14429528,Ib_8141037
33.0,101.79764556884766,56.11058360554892,-8.49721622467041,32.36589813232422,0.0611958,0.14429528,Ib_8141037
36.0,63.02749252319336,47.83015884295888,89.88605499267578,28.97023582458496,0.0611958,0.14429528,Ib_8141037
39.0,69.15812683105469,57.81621329116828,18.20595932006836,37.91379928588867,0.0611958,0.14429528,Ib_8141037
42.0,0.0,0.0,51.708248138427734,119.70237731933594,0.0611958,0.14429528,Ib_8141037
45.0,178.16954040527344,141.12307793277608,-15.193838119506836,112.7967758178711,0.0611958,0.14429528,Ib_8141037
48.0,51.6683349609375,124.73994379750269,-17.69602394104004,121.75315856933594,0.0611958,0.14429528,Ib_8141037
51.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
54.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
57.0,0.0,0.0,88.46692657470703,90.93545532226562,0.0611958,0.14429528,Ib_8141037
60.0,3.7608296871185303,52.541310641621024,19.460439682006836,29.511016845703125,0.0611958,0.14429528,Ib_8141037
63.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
66.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
69.0,0.0,0.0,0.0,0.0,0.0611958,0.14429528,Ib_8141037
