relative_time,r_flux,r_uncert,g_flux,g_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
-27.0,-13.70698356628418,47.311972444236716,-0.12236357480287552,30.83365821838379,0.1722369,0.03210935,IIn_14431331
-24.0,-80.10054779052734,96.60298286625691,12.8477144241333,33.04681396484375,0.1722369,0.03210935,IIn_14431331
-21.0,0.0,0.0,-145.6884002685547,255.2349090576172,0.1722369,0.03210935,IIn_14431331
-18.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
-15.0,0.0,0.0,-76.24076843261719,142.388671875,0.1722369,0.03210935,IIn_14431331
-12.0,0.0,0.0,-53.232730865478516,137.35025024414062,0.1722369,0.03210935,IIn_14431331
-9.0,152.3669891357422,72.22493278935245,232.0209197998047,53.7371826171875,0.1722369,0.03210935,IIn_14431331
-6.0,607.3782348632812,108.19583129882812,0.0,0.0,0.1722369,0.03210935,IIn_14431331
-3.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
0.0,516.0521240234375,66.09621186482617,566.577880859375,40.34775924682617,0.1722369,0.03210935,IIn_14431331
3.0,1485.67919921875,281.31011962890625,0.0,0.0,0.1722369,0.03210935,IIn_14431331
6.0,1320.2357177734375,584.013916015625,0.0,0.0,0.1722369,0.03210935,IIn_14431331
9.0,697.6856079101562,216.59449768066406,0.0,0.0,0.1722369,0.03210935,IIn_14431331
12.0,384.41845703125,69.18593596334838,313.8863525390625,63.43233871459961,0.1722369,0.03210935,IIn_14431331
15.0,766.7191162109375,171.5615997314453,0.0,0.0,0.1722369,0.03210935,IIn_14431331
18.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
21.0,692.6362915039062,122.05168151855469,0.0,0.0,0.1722369,0.03210935,IIn_14431331
24.0,609.6683959960938,134.2567901611328,0.0,0.0,0.1722369,0.03210935,IIn_14431331
27.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
30.0,1232.224609375,959.95166015625,0.0,0.0,0.1722369,0.03210935,IIn_14431331
33.0,325.8893737792969,313.0992566249162,390.0483703613281,129.73350524902344,0.1722369,0.03210935,IIn_14431331
36.0,328.2911376953125,160.34611931998046,74.98590087890625,85.3565673828125,0.1722369,0.03210935,IIn_14431331
39.0,171.18084716796875,167.24890184641248,-10.274008750915527,48.260459899902344,0.1722369,0.03210935,IIn_14431331
42.0,632.5621948242188,394.3692564638844,242.94647216796875,199.2631378173828,0.1722369,0.03210935,IIn_14431331
45.0,271.7718505859375,184.56329345703125,0.0,0.0,0.1722369,0.03210935,IIn_14431331
48.0,135.96632385253906,136.61683669372857,200.89920043945312,67.75369262695312,0.1722369,0.03210935,IIn_14431331
51.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
54.0,0.0,0.0,2.8485755920410156,233.99010467529297,0.1722369,0.03210935,IIn_14431331
57.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
60.0,0.0,0.0,-58.380035400390625,197.07882690429688,0.1722369,0.03210935,IIn_14431331
63.0,0.0,0.0,41.407283782958984,359.00079345703125,0.1722369,0.03210935,IIn_14431331
66.0,0.0,0.0,0.0,0.0,0.1722369,0.03210935,IIn_14431331
69.0,147.94680786132812,108.7001021496715,-41.93388748168945,81.89861297607422,0.1722369,0.03210935,IIn_14431331
