relative_time,r_flux,r_uncert,g_flux,g_uncert,redshift,mwebv,id
-30.0,0.0,0.0,0.0,0.0,0.16212301,0.02545363,IIb_27388582
-27.0,0.0,0.0,0.0,0.0,0.16212301,0.02545363,IIb_27388582
-24.0,-37.52865219116211,102.84809875488281,0.0,0.0,0.16212301,0.02545363,IIb_27388582
-21.0,5.776825428009033,37.015469030343105,-5.810784339904785,26.65312385559082,0.16212301,0.02545363,IIb_27388582
-18.0,0.0,0.0,44.993202209472656,39.79265594482422,0.16212301,0.02545363,IIb_27388582
-15.0,30.42323048909505,50.48209059126582,15.558088302612305,35.706156412760414,0.16212301,0.02545363,IIb_27388582
-12.0,7.9355669021606445,43.09830720970649,37.631404876708984,24.251300811767578,0.16212301,0.02545363,IIb_27388582
-9.0,-34.26552200317383,98.69760975619327,181.3155059814453,103.2726821899414,0.16212301,0.02545363,IIb_27388582
-6.0,0.0,0.0,0.0,0.0,0.16212301,0.02545363,IIb_27388582
-3.0,548.4129638671875,95.50589702777046,438.5433349609375,66.49609375,0.16212301,0.02545363,IIb_27388582
0.0,353.3818664550781,72.3314208984375,0.0,0.0,0.16212301,0.02545363,IIb_27388582
3.0,203.6756591796875,36.28654569166817,140.17214965820312,22.58776092529297,0.16212301,0.02545363,IIb_27388582
6.0,198.6018829345703,43.76653908652574,122.43696594238281,26.166505813598633,0.16212301,0.02545363,IIb_27388582
9.0,266.3446960449219,52.39613127006562,166.47967529296875,24.113435745239258,0.16212301,0.02545363,IIb_27388582
12.0,341.9556579589844,57.34553347138844,202.8095703125,22.67448616027832,0.16212301,0.02545363,IIb_27388582
15.0,278.9188232421875,103.81883622952532,230.27223205566406,92.5909194946289,0.16212301,0.02545363,IIb_27388582
18.0,465.47357177734375,251.96393248339427,253.78646850585938,194.71487426757812,0.16212301,0.02545363,IIb_27388582
21.0,633.0929565429688,189.38917541503906,0.0,0.0,0.16212301,0.02545363,IIb_27388582
24.0,211.8674774169922,61.04352628241649,120.64588165283203,49.69502258300781,0.16212301,0.02545363,IIb_27388582
27.0,259.808837890625,76.61763513895866,72.99870300292969,55.73016357421875,0.16212301,0.02545363,IIb_27388582
30.0,0.0,0.0,49.97542190551758,71.83548736572266,0.16212301,0.02545363,IIb_27388582
33.0,83.28021240234375,47.00830473789051,121.7376708984375,35.41625213623047,0.16212301,0.02545363,IIb_27388582
36.0,0.0,0.0,0.0,0.0,0.16212301,0.02545363,IIb_27388582
39.0,185.88668823242188,55.36471521072387,74.31551361083984,53.48936080932617,0.16212301,0.02545363,IIb_27388582
42.0,271.8025817871094,534.9763868385313,-41.83253479003906,144.66754150390625,0.16212301,0.02545363,IIb_27388582
45.0,-122.98726654052734,453.26360367305034,181.05918884277344,422.43115234375,0.16212301,0.02545363,IIb_27388582
48.0,83.6332015991211,60.38783730771408,93.04097747802734,42.01569366455078,0.16212301,0.02545363,IIb_27388582
51.0,140.3605194091797,84.84892272949219,0.0,0.0,0.16212301,0.02545363,IIb_27388582
54.0,186.50997924804688,93.87686157226562,0.0,0.0,0.16212301,0.02545363,IIb_27388582
57.0,0.0,0.0,-94.61550903320312,127.0968017578125,0.16212301,0.02545363,IIb_27388582
60.0,-10.485894203186035,110.31495898754119,11.588318824768066,43.056617736816406,0.16212301,0.02545363,IIb_27388582
63.0,85.40955352783203,117.36283874511719,0.0,0.0,0.16212301,0.02545363,IIb_27388582
66.0,0.0,0.0,0.0,0.0,0.16212301,0.02545363,IIb_27388582
69.0,0.0,0.0,174.987548828125,247.65061950683594,0.16212301,0.02545363,IIb_27388582
